2024 RANK,2023 RANK,InstitutionName,Country Code,Country,SIZE,FOCUS,RES.,AGE,STATUS,Academic Score,Academic Reputation Rank,Employer Score,Employer Reputation Rank,Student Score,Faculty Student Rank,Citations Score,Citations per Faculty Rank,International Faculty Score,Faculty Rank,International Students Score,International Students Rank,International Research Network Score,Research Rank,Employment Outcomes Score,Employment Outcomes Rank,Sustainability Score,Sustainability Rank,Overall Score,topuniscore,topayoff,Cost Per Year,wagehrstoafforddegree,Expected Jnr Salary,Expected Snr Salary,Latitude,Longitude
117,101,University of Oslo,NO,Norway,L,FC,VH,5,A,55.8,139,11.2,601+,81.7,132,64.2,183,86.1,202,25.4,472,95.9,43,41.8,173,91.8,80,56.9,91,0,125,25,45598,96795,59.9404992,10.7215296
118,153,Stockholm University,SE,Sweden,L,CO,VH,4,A,54.1,145,15.2,543,28.2,543,71.9,138,81.5,223,84.1,147,95.3,51,76.2,57,75.1,175,56.8,92,0,0,0,34430,65569,59.3652343,18.0550487
119,141,"KIT, Karlsruhe Institute of Technology",DE,Germany,L,CO,VH,4,A,45.6,182,76.8,76,36,443,71.9,139,70.4,275,46.7,312,76,166,38.7,187,23.9,504,56.4,95,1,499,166,31931,67900,49.0119199,8.4170303
120,131,Humboldt-Universität zu Berlin,DE,Germany,XL,FC,VH,5,A,90.2,43,65.9,120,7.6,701+,31.3,425,68.1,286,31.5,406,86,110,14.4,586,37.5,382,56.3,95,1,499,166,31931,67900,52.517883,13.3936551
121,104,Technical University of Denmark,DK,Denmark,M,FO,VH,5,A,32.5,270,16.3,525,99.8,27,83.4,99,100,53,82,153,71.6,189,28.9,275,54.9,277,56.2,92,0,0,0,52045,97223,55.7860512,12.5233698
122,146,Lancaster University,UK,United Kingdom,L,FC,VH,4,A,39.7,215,40.2,236,25.2,581,79.3,115,93.6,157,90.6,116,75.3,171,20.7,400,98,24,55.7,96,12,11405,3215,37460,66806,54.0103942,-2.7877294
123,139,Politecnico di Milano,IT,Italy,XL,FO,VH,5,A,69.3,94,71.2,99,5.2,701+,48.3,282,63.8,302,56.6,262,75.1,173,36.9,201,29.4,453,55.2,92,4,2834,1344,29636,54776,45.4812125,9.1965222
124,138,Eindhoven University of Technology,NL,Netherlands,M,FO,VH,4,A,29.3,295,76.2,78,40.4,390,89.7,75,100,30,70.8,205,40.1,377,19.7,426,18,567,55,94,3,2210,760,39704,75830,51.4486098,5.4907148
124,136,University of Basel,CH,Switzerland,M,FC,VH,5,A,27.8,314,17.8,494,57.4,253,96.5,44,100,34,85,143,74.4,175,41.1,179,70.4,201,55,95,1,1373,198,81776,146116,47.5585281,7.5838692
126,131,Leiden University,NL,Netherlands,XL,FC,VH,5,A,69.1,95,26.8,362,20.2,659,62.7,190,85.5,204,50.2,292,93.7,61,26.9,303,46,331,54.8,94,3,2210,760,39704,75830,52.1570166,4.4855084
126,120,University of Bern,CH,Switzerland,M,FO,VH,5,A,30.5,284,24.4,396,54.6,280,99.2,17,100,42,36.9,369,89.1,89,26.1,313,73.6,182,54.8,95,1,1373,198,81776,146116,46.9503715,7.4381864
128,125,University of Geneva,CH,Switzerland,L,FC,VH,5,A,45.1,184,14.1,579,42,374,75.4,127,100,45,96.3,81,87.3,99,31,246,63.1,232,54.2,95,1,1373,198,81776,146116,46.199444,6.1451157
129,125,Chalmers University of Technology,SE,Sweden,M,FO,VH,5,B,26.6,326,51.5,158,51.1,306,80.9,107,100,49,67.4,220,52.2,299,28.7,278,82.9,132,54,92,0,0,0,34430,65569,57.6898004,11.9741616
130,195,Macquarie University,AU,Australia,L,FC,VH,4,A,31.6,276,41,228,10.3,701+,81.3,105,98.6,104,93.6,94,81.4,139,43.2,167,91.8,80,53.7,95,5,5393,1490,51048,96902,-33.7738192,151.1100749
130,151,University of Vienna,AT,Austria,XL,FC,VH,5,A,70.8,88,42.5,217,22,629,14.5,646,99.3,92,88.1,129,93.5,62,56.8,109,74.1,180,53.7,89,0,41,15,41595,75558,48.2131855,16.3600504
132,102,"University of California, Davis",US,United States,XL,FC,VH,5,A,63.9,107,44.7,199,30.4,518,40.7,338,70.3,276,49.3,301,77.8,159,19,439,98.9,16,53.2,100,19,27091,12264,59456,113268,38.5382322,-121.7617125
132,102,"University of North Carolina, Chapel Hill",US,United States,XL,FC,VH,5,A,63,110,33.9,290,72.9,171,42.5,316,24.7,541,10.1,701+,82.2,133,47.9,142,96.8,38,53.2,100,19,27091,12264,59456,113268,35.9049122,-79.0469134
134,171,Sapienza University of Rome,IT,Italy,XL,FC,VH,5,A,79.2,74,41,229,4.6,701+,44.9,301,3,701+,10.8,697,96.9,33,59.8,101,92,79,52.9,92,4,2834,1344,29636,54776,41.9037626,12.5144384
134,164,Texas A&M University,US,United States,XL,FC,VH,5,A,62,112,59.6,135,4.5,701+,68.4,152,23.1,564,13.3,656,88.4,93,30.1,259,61.3,246,52.9,100,19,27091,12264,59456,113268,30.6186806,-96.3364655
136,159,Michigan State University,US,United States,XL,FC,VH,5,A,59.9,120,49.4,174,11.3,701+,58,221,58.6,320,12.8,665,95.6,45,45.5,153,71.2,199,52.7,100,19,27091,12264,59456,113268,42.7250725,-84.4790827
137,143,Universiti Sains Malaysia (USM),MY,Malaysia,L,FC,VH,4,A,61.4,115,74.7,86,55.2,273,16.2,613,24.9,538,88.9,124,59.6,246,18.2,462,85.5,116,52.6,84,10,3396,7901,14981,28346,5.3555943,100.3025455
137,94,University of Science and Technology of China,CN,China,L,CO,VH,4,A,52.5,149,17.5,500,91.2,80,98.5,26,16.8,639,5.2,701+,32.2,444,24.8,335,21.6,528,52.6,94,1,1008,2742,30726,58947,39.5822898,116.7208115
139,145,University of Groningen,NL,Netherlands,XL,FC,VH,5,A,52.9,148,29.9,326,51.4,304,42.9,311,93.5,159,85.6,140,92.1,67,22.3,372,67.7,214,52.5,94,3,2210,760,39704,75830,53.2193266,6.5628301
140,190,RMIT University,AU,Australia,XL,CO,VH,3,A,38.6,223,49.6,173,5.4,701+,68.6,151,100,37,92.8,102,57.3,267,28.8,277,96.2,43,52.4,95,5,5393,1490,51048,96902,-37.742446,144.9330303
141,133,Nanjing University,CN,China,XL,FC,VH,5,A,59.6,123,25.4,378,31.3,504,96.9,42,55.1,334,7.3,701+,26.4,488,23.7,356,39,367,52.1,94,1,1008,2742,30726,58947,32.0568391,118.7789602
141,116,Université de Montréal ,CA,Canada,XL,FC,VH,5,A,56.6,136,34.5,283,77,154,24.9,491,88.4,191,52.2,277,65.2,216,36,205,95.5,50,52.1,94,8,9176,3642,47833,90994,45.5018869,-73.5673919
143,161,Aarhus University,DK,Denmark,L,FC,VH,4,A,55.8,140,24.7,387,32.5,490,54.1,238,90.3,181,13.1,661,94.8,56,45.1,156,98.4,18,52,92,0,0,0,52045,97223,56.1659924,10.2000645
143,106,King Abdulaziz University (KAU),SA,Saudi Arabia,XL,FC,VH,4,A,54.5,143,61.6,127,52.5,300,37.5,374,97.5,124,23.1,500,84.4,121,17.3,483,43.5,342,52,86,0,0,0,32405,59375,22.1361987,38.4547419
145,125,Queen Mary University of London,UK,United Kingdom,L,FC,VH,5,A,48.8,168,32.8,300,38.7,409,50.7,260,99.7,85,99.4,43,72.8,184,16.8,506,69.9,207,51.9,96,12,11405,3215,37460,66806,51.5240671,-0.0403745
145,100,Rice University,US,United States,M,FC,VH,5,B,38.7,222,22.9,415,65.9,205,82.5,101,91,176,94.8,89,9.8,671,30,262,42.6,345,51.9,100,19,27091,12264,59456,113268,29.7173941,-95.4018312
145,99,Sungkyunkwan University(SKKU),KR,South Korea,L,FC,VH,5,B,64.2,106,71.6,98,81.8,129,37.9,369,17.8,618,34,387,9.8,672,26.8,304,27.6,471,51.9,90,5,3655,1537,34860,63618,37.588227,126.993606
148,179,University of Bath,UK,United Kingdom,L,CO,VH,4,A,35.6,244,74.3,88,16.1,701+,61.9,196,96.3,136,81.6,155,59.3,251,26.5,310,48.4,316,51.8,96,12,11405,3215,37460,66806,51.3782228,-2.3263987
149,172,Indian Institute of Technology Bombay (IITB),IN,India,L,CO,VH,4,A,55.5,141,81.9,69,18.9,697,73.1,133,4.7,701+,1.4,701+,8.5,701+,47.4,146,54.9,277,51.7,87,16,2816,32021,7774,14233,19.1330605,72.9151061
149,178,Universitat Autònoma de Barcelona,ES,Spain,XL,FC,VH,4,A,63.2,109,39,246,10.6,701+,70.6,145,18,615,17.4,582,84.2,123,13.7,623,94.6,60,51.7,90,8,4882,2453,27945,51090,41.5021421,2.1038536
151,140,The Ohio State University,US,United States,XL,FC,VH,5,A,59.4,125,55.8,148,53.8,287,30.8,429,49.7,359,16.5,590,85,116,35.2,216,78.4,158,51.3,100,19,27091,12264,59456,113268,40.0066723,-83.0304546
151,124,Wageningen University & Research,NL,Netherlands,L,FO,VH,5,A,43.3,196,19,472,97.9,47,46,292,55,336,78.5,170,97.8,22,19,438,71.5,196,51.3,94,3,2210,760,39704,75830,51.9863475,5.6680191
153,163,The University of Exeter,UK,United Kingdom,L,FC,VH,4,A,43,199,51.1,161,27.4,555,43.3,308,91.6,174,76.2,180,89.8,85,19.7,424,94.8,57,50.9,96,12,11405,3215,37460,66806,50.7371369,-3.5351475
154,167,Alma Mater Studiorum - University of Bologna,IT,Italy,XL,FC,VH,5,A,79.6,73,40,237,3.4,701+,49.5,267,8,701+,10.9,695,91,75,34.8,219,56.5,268,50.5,92,4,2834,1344,29636,54776,44.4969129,11.352376
154,166,Cardiff University,UK,United Kingdom,L,FC,VH,5,A,46.5,176,48.3,181,33.7,474,39.6,347,84,217,70.6,206,81.6,138,18.9,442,97.9,25,50.5,96,12,11405,3215,37460,66806,51.4866271,-3.1788641
154,158,Technische Universität Berlin (TU Berlin),DE,Germany,L,CO,VH,5,A,56.2,137,69.3,107,53,296,24.9,492,51.3,351,68.8,214,55,284,25.4,327,52.1,294,50.5,95,1,499,166,31931,67900,52.5125322,13.3269446
154,118,Washington University in St. Louis,US,United States,L,FC,VH,5,B,38.6,224,10.4,601+,99.8,28,50.7,259,84.3,214,68,219,60.5,241,33.7,228,91.4,83,50.5,100,19,27091,12264,59456,113268,38.6487895,-90.3107962
158,123,Universiti Putra Malaysia (UPM),MY,Malaysia,L,FC,VH,4,A,58.8,129,67.5,113,67.6,194,22.7,519,44.3,381,97.3,72,45.4,341,9.7,701+,23.2,511,50.4,84,10,3396,7901,14981,28346,2.999541,101.7056305
159,143,Ghent University,BE,Belgium,XL,FC,VH,5,A,53.4,146,25.2,379,78.9,141,25.1,486,79.6,231,21.2,528,99.8,8,52,124,91.3,84,50.2,83,1,1555,506,50651,91263,51.0466584,3.7273733
159,167,Universidad de Chile,CL,Chile,XL,FC,VH,5,A,81.5,66,96.6,30,9.7,701+,12.5,687,9,701+,5,701+,48.6,322,50.4,130,36.3,389,50.2,83,11,5757,9004,24975,46620,-35.675147,-71.542969
159,129,Universiti Kebangsaan Malaysia (UKM),MY,Malaysia,L,FC,VH,4,A,59.7,121,70.1,103,87.5,95,11.7,701+,52.7,347,61.1,242,56.7,272,11.2,701+,24.4,497,50.2,84,10,3396,7901,14981,28346,4.210484,101.975766
162,185,University of Wollongong,AU,Australia,L,FC,VH,3,A,29.7,290,25.1,382,16.3,701+,93.8,60,95.6,146,56,265,72.7,186,17.1,492,92.3,75,50.1,95,5,5393,1490,51048,96902,-34.4053396,150.8778394
163,149,"University of California, Santa Barbara (UCSB)",US,United States,L,CO,VH,5,A,54.8,142,19,470,9.5,701+,96.9,41,70.4,274,21.6,522,43.5,352,10.4,701+,55.8,271,50,100,19,27091,12264,59456,113268,34.4139629,-119.848947
164,157,Hanyang University,KR,South Korea,L,FC,VH,4,B,49,167,81.3,70,83.5,117,23.3,510,16.9,632,54.3,269,15.6,587,24.8,336,77.7,163,49.7,90,5,3655,1537,34860,63618,37.5518911,126.9917937
164,135,Kyushu University,JP,Japan,L,FC,VH,5,A,57.4,132,70,104,85.7,103,23.9,503,14.7,671,25.6,467,32.8,436,15.4,547,77.7,163,49.7,92,9,8132,3470,37963,72067,33.572374,130.2681159
164,184,Universitat de Barcelona,ES,Spain,XL,FC,VH,5,A,73.2,83,23,412,13.1,701+,41.8,325,21.8,574,28.5,437,97.8,23,39.8,180,98.1,23,49.7,90,8,4882,2453,27945,51090,41.3866724,2.1638661
167,162,University of York,UK,United Kingdom,L,FC,VH,4,A,43.5,194,35.3,275,45,351,40.3,342,88.3,192,78.2,171,79.2,150,19.8,421,97.8,26,49.4,96,12,11405,3215,37460,66806,53.9461089,-1.0517718
168,188,University of Florida,US,United States,XL,FC,VH,5,A,48,171,58.7,137,71.3,180,26.6,467,18.8,604,10.8,699,97.7,24,39,184,95.7,48,49.1,100,19,27091,12264,59456,113268,29.6465428,-82.3533266
169,164,"University of Maryland, College Park",US,United States,XL,FC,VH,5,A,49.2,165,26.1,369,35.1,451,68.4,154,31.6,477,14,639,85.5,113,41.6,176,81.7,137,48.9,100,19,27091,12264,59456,113268,38.9869183,-76.9425543
169,229,University of Reading,UK,United Kingdom,L,CO,VH,5,A,33.2,263,39.3,241,16.1,701+,67.4,161,88.4,189,81,158,77.8,158,32.3,237,72.5,189,48.9,96,12,11405,3215,37460,66806,51.4403085,-0.9420958
171,226,Complutense University of Madrid,ES,Spain,XL,FC,VH,4,A,68.2,96,69.3,105,25.8,573,7,701+,9,701+,25.6,469,83.4,127,57.9,106,96.3,41,48.8,90,8,4882,2453,27945,51090,40.4454368,-3.7299424
171,181,University College Dublin,IE,Ireland,L,FC,VH,5,A,49.8,162,41.3,226,20.7,652,38.9,354,98.8,101,60.8,245,50.5,309,69,75,70.1,204,48.8,90,8,7231,2455,41605,78274,53.3097268,-6.2215897
173,208,Qatar University,QA,Qatar,M,FC,VH,3,A,27.1,320,43.9,206,64.8,213,38.8,356,100,20,96.8,74,59.8,244,95.8,24,35.5,397,48.7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,25.3755282,51.4887307
173,192,"The University of Newcastle, Australia (UON)",AU,Australia,M,FC,VH,4,A,29.3,296,26.9,361,36.5,436,91.4,71,100,73,17.3,584,49.2,319,12.5,696,93.2,70,48.7,95,5,5393,1490,51048,96902,-32.8927718,151.7041775
173,237,University of Cape Town,ZA,South Africa,L,FC,VH,5,A,44.4,190,51,164,12.6,701+,45.7,295,59.9,317,21.2,527,95.4,49,88.9,38,75.1,175,48.7,89,8,3862,10038,21642,39259,-33.957652,18.4611991
176,208,Erasmus University Rotterdam ,NL,Netherlands,XL,FO,VH,5,A,37.3,232,50.9,165,22.5,624,53.4,240,83,221,60.1,247,71.6,190,63.7,91,49.4,312,48.5,94,3,2210,760,39704,75830,51.9172477,4.5263027
176,112,Nagoya University,JP,Japan,L,FC,VH,4,A,61.5,114,65.1,123,87.5,96,33,412,15.4,661,19.1,558,17.6,565,16.6,509,24.1,502,48.5,92,9,8132,3470,37963,72067,35.1538553,136.9682402
176,190,University of Liverpool,UK,United Kingdom,L,FC,VH,5,A,44.4,191,35,277,39.7,401,37.9,371,87.8,194,79,168,97.2,29,25.6,324,72,193,48.5,96,12,11405,3215,37460,66806,53.4047824,-2.965299
179,219,Arizona State University,US,United States,XL,CO,VH,5,A,46.7,174,36.7,265,6.8,701+,61.5,199,64.5,299,30.1,422,87.9,97,26.6,307,97.3,33,48.1,100,19,27091,12264,59456,113268,33.4229975,-111.9278306
180,160,King Fahd University of Petroleum & Minerals,SA,Saudi Arabia,M,FC,VH,4,A,32.9,267,36.5,268,82.8,124,65.8,165,100,24,31.8,402,25.7,492,38.9,185,20.9,536,48,86,0,0,0,32405,59375,26.3070624,50.1458938
180,195,Université catholique de Louvain (UCLouvain),BE,Belgium,L,FC,VH,5,B,49.1,166,30.8,317,4.4,701+,60.2,203,89.4,186,39.3,347,83.2,130,51.7,125,54.6,279,48,83,1,1555,506,50651,91263,50.6696767,4.615875
182,242,University of Calgary,CA,Canada,XL,FC,VH,4,A,37.7,229,61.2,129,19.9,668,41.5,330,82.8,222,62,241,62.3,232,38.6,188,91.5,82,47.9,94,8,9176,3642,47833,90994,51.0783772,-114.1372409
183,193,Curtin University,AU,Australia,L,CO,VH,3,A,32.4,271,31.8,309,14.3,701+,86.2,88,100,43,26.4,459,84.9,119,25.7,320,50.6,305,47.8,95,5,5393,1490,51048,96902,-31.7024939,116.1132168
184,111,École Normale Supérieure de Lyon,FR,France,S,CO,VH,5,A,30.5,285,14.4,570,95.7,59,98.4,27,70.8,272,14.6,628,34.3,425,10,701+,5.9,701+,47.6,92,4,2785,932,31192,58875,45.7332787,4.8334497
184,179,Technische Universität Wien,AT,Austria,M,FO,VH,5,A,32.9,266,44.4,201,13.1,701+,85.7,91,79.3,232,89,123,45.1,347,13.2,649,19,552,47.6,89,0,41,15,41595,75558,48.1986546,16.3684626
184,170,Tecnológico de Monterrey,MX,Mexico,XL,FC,HI,4,B,51.3,157,96.8,28,63.5,222,2.3,701+,32.7,469,11.7,681,13.5,618,88.3,41,65.7,223,47.6,79,10,3364,13084,13964,26036,25.6866142,-100.3161126
187,185,University of Gothenburg,SE,Sweden,L,FC,VH,4,A,36.2,239,16.9,511,56.3,261,39.4,349,90.6,179,80.8,160,86.4,104,46.3,151,97.6,30,47.3,92,0,0,0,34430,65569,57.6983855,11.9715823
188,203,Universiti Teknologi Malaysia ,MY,Malaysia,L,CO,VH,3,A,46.6,175,63.8,124,42.5,371,33.9,403,16,651,85.2,141,58.6,257,13.6,631,66.8,217,46.9,84,10,3396,7901,14981,28346,1.5584681,103.6378169
189,152,McMaster University,CA,Canada,L,FC,VH,5,A,40.5,210,38.2,255,75.1,166,29,444,99.3,93,59.5,250,40.2,376,37.2,197,70.1,204,46.8,94,8,9176,3642,47833,90994,43.260879,-79.9981621
189,222,Queensland University of Technology (QUT),AU,Australia,XL,CO,VH,3,A,40.9,205,37.6,261,7.4,701+,64.9,176,96,141,26.4,458,68.8,202,16.8,502,90.6,89,46.8,95,5,5393,1490,51048,96902,-27.4773131,153.0270449
189,210,Universite libre de Bruxelles,BE,Belgium,L,FC,VH,5,A,34.4,249,38.9,247,3.3,701+,63.3,186,97.1,126,85,144,69.1,201,35.7,207,60.4,249,46.8,83,1,1555,506,50651,91263,50.8132068,4.3822222
192,189,Albert-Ludwigs-Universitaet Freiburg,DE,Germany,L,FC,VH,5,A,46.1,179,19.8,460,29.1,531,63.3,187,68.8,281,36.3,371,82.7,131,25.3,328,68.2,213,46.7,95,1,499,166,31931,67900,47.9935441,7.8459496
192,174,Ecole des Ponts ParisTech,FR,France,S,FO,VH,5,A,8.3,601+,57.9,142,98.2,45,80.7,109,34.6,458,96.8,75,5.6,701+,30,261,19.2,549,46.7,92,4,2785,932,31192,58875,48.8411199,2.5884038
194,194,Wuhan University,CN,China,XL,FC,VH,4,A,40.9,204,44,205,12.8,701+,87.4,82,40.7,405,5,701+,48.4,324,35,218,44.4,336,46.6,94,1,1008,2742,30726,58947,30.5360485,114.3643219
195,185,University of Minnesota Twin Cities,US,United States,XL,FC,VH,5,A,59,127,30.2,324,30.6,510,46.4,291,5.5,701+,9.1,701+,86.1,109,41.9,172,88.5,101,46.4,100,19,27091,12264,59456,113268,44.9753541,-93.2330739
196,141,Hokkaido University,JP,Japan,L,FC,VH,5,A,57.3,134,66,119,75.8,162,27.8,451,17.5,621,14.4,633,38.1,392,12.9,665,30.7,438,46.2,92,9,8132,3470,37963,72067,43.0779575,141.340013
197,174,Indian Institute of Technology Delhi (IITD),IN,India,M,CO,VH,4,A,51.2,158,75.9,80,22,630,64.3,182,2.4,701+,1.4,701+,6.6,701+,32.8,234,37.5,382,46.1,87,16,2816,32021,7774,14233,28.5429676,77.193806
198,220,Universidad de los Andes,CO,Colombia,L,FC,HI,4,B,65.4,103,95.7,35,17.6,701+,5.9,701+,26.4,517,2,701+,11.1,649,96.2,23,40.2,362,46,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-33.4039996,-70.5074689
199,155,Emory University,US,United States,L,FC,VH,5,B,25.6,342,16.4,522,97.7,50,69.7,149,37.3,431,31.1,409,57,268,23.6,357,85.7,115,45.9,100,19,27091,12264,59456,113268,33.7971368,-84.32224
199,215,Universidad Autónoma de Madrid,ES,Spain,L,FC,VH,4,A,60.4,117,57.7,145,34.5,464,25.1,485,7.8,701+,12,678,80.4,143,19.6,428,88.8,97,45.9,90,8,4882,2453,27945,51090,40.5466983,-3.6943619
199,205,Waseda University,JP,Japan,XL,CO,VH,5,B,60.2,118,97.3,24,23.7,602,4.3,701+,27.6,503,28.6,436,17.5,569,65.6,87,56.5,268,45.9,92,9,8132,3470,37963,72067,35.7087334,139.7196485
202,233,Queen's University Belfast,UK,United Kingdom,L,FC,VH,5,A,33.6,258,30.3,321,27.5,554,43.5,307,100,75,98.9,54,84.1,124,14.3,589,91,87,45.8,96,12,11405,3215,37460,66806,54.5844087,-5.9340494
203,237,King Saud University,SA,Saudi Arabia,XL,FC,VH,4,A,36.9,236,21.3,435,64.2,218,32.2,419,99.7,83,21.3,525,88.6,92,71.7,67,75.8,171,45.2,86,0,0,0,32405,59375,24.7222078,46.6258804
203,237,University of Ottawa,CA,Canada,XL,FC,VH,5,A,26.5,329,29.7,328,3.8,701+,79.1,116,85.9,203,75.9,182,85.8,111,24.3,344,54.6,279,45.2,94,8,9176,3642,47833,90994,45.4231064,-75.6831329
205,228,Universität Hamburg,DE,Germany,L,FC,VH,5,A,51,160,28.7,340,16.9,701+,60,205,41.6,395,22.3,512,87.2,101,26.8,305,52.8,292,45.1,95,1,499,166,31931,67900,53.5659453,9.9851141
206,217,University of Otago,NZ,New Zealand,L,FC,VH,5,A,46.3,178,27.1,359,11,701+,51,256,100,44,29.2,428,38.1,391,44.7,159,98.1,22,45,91,5,5439,2017,46013,87427,-41.9396713,163.2308201
207,214,Vrije Universiteit Amsterdam,NL,Netherlands,XL,FC,VH,5,A,39.6,217,15.7,531,23.6,607,68.1,156,68.5,284,40.2,340,70.1,195,20.2,414,89.1,95,44.9,94,3,2210,760,39704,75830,52.3337568,4.8657199
208,220,University of Aberdeen,UK,United Kingdom,L,FC,VH,5,A,29.6,292,32.5,302,29.6,525,42.1,322,95.8,144,96.7,77,73.3,180,20.5,408,98.1,21,44.6,96,12,11405,3215,37460,66806,57.1647761,-2.1014659
209,246,Queen's University at Kingston,CA,Canada,L,FC,VH,5,A,40.5,209,56.7,146,5.3,701+,45.1,300,70.1,278,30.6,417,22.5,523,71.5,68,85.4,117,44.5,94,8,9176,3642,47833,90994,44.2252795,-76.4951412
210,212,University of Twente,NL,Netherlands,M,FO,VH,4,A,20.6,422,38.3,254,39.4,404,65.3,171,99.3,94,91.1,112,67.6,208,12.6,687,33.2,416,44.4,94,3,2210,760,39704,75830,52.2396538,6.84979
211,224,Chulalongkorn University,TH,Thailand,XL,FC,VH,5,A,66.6,101,50.1,170,31.5,498,7,701+,15,668,2.9,701+,49.4,318,87.2,44,85.9,113,44.3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,13.7384602,100.5258448
212,256,Loughborough University,UK,United Kingdom,L,CO,VH,4,A,30.5,283,66.8,116,23.6,604,34.6,392,87.3,198,63.5,237,77.1,162,18.8,446,63.4,231,44.2,96,12,11405,3215,37460,66806,52.7650253,-1.2320904
213,169,Eberhard Karls Universität Tübingen,DE,Germany,L,FC,VH,5,A,45.8,180,29.9,325,92.9,71,19.7,560,67.6,289,26.7,454,89.9,84,21.1,393,42.3,351,44.1,95,1,499,166,31931,67900,48.5252713,9.0604235
214,197,Keio University,JP,Japan,XL,FC,VH,5,B,51.4,156,93.5,42,58,246,6,701+,9.6,701+,9.2,701+,9.2,689,79.8,50,39.3,366,44,92,9,8132,3470,37963,72067,35.6489596,139.7431687
215,260,Tel Aviv University,IL,Israel,L,FC,VH,4,A,33.2,264,23.6,407,3.8,701+,99.9,11,40.4,410,4.6,701+,39.5,382,72.9,62,38.4,373,43.9,87,14,9442,4158,29911,56982,32.1133141,34.8043877
216,212,Tongji University,CN,China,XL,FC,VH,5,A,34.4,251,13.1,601+,28.8,534,91.8,70,56.7,327,32.6,396,21.3,534,18,464,65.4,225,43.5,94,1,1008,2742,30726,58947,31.2627211,121.4598975
217,202,National Yang Ming Chiao Tung University,TW,Taiwan,L,FC,VH,1,A,33.3,262,67.9,110,53.9,286,52.1,247,19,601,18.5,566,4.4,701+,44.6,160,54.3,283,43.3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,24.7868862,120.9974969
218,240,University of Sussex,UK,United Kingdom,L,FC,VH,4,A,22.9,380,8.9,601+,14.6,701+,70.9,142,96.1,137,93,100,62.9,226,30.6,251,97.2,35,43.1,96,12,11405,3215,37460,66806,50.8677123,-0.0875492
219,243,Università di Padova,IT,Italy,XL,FC,VH,5,A,57.3,133,22,428,7.8,701+,51.8,250,12.9,701+,9.4,701+,91.3,73,13.8,620,95,55,43,92,4,2834,1344,29636,54776,45.4067393,11.8771509
220,210,Universidade Estadual de Campinas (Unicamp),BR,Brazil,XL,FC,VH,4,A,70.3,90,50.1,169,13,701+,24.9,489,11.7,701+,2.9,701+,53.7,294,9.6,701+,74.8,177,42.7,86,13,5314,12406,17842,32148,-22.8184393,-47.0647206
220,203,University of Lausanne,CH,Switzerland,L,FO,VH,5,A,29.4,294,15.1,545,36.6,434,65.1,173,99.9,77,56.6,263,48,327,27.9,290,61.6,245,42.7,95,1,1373,198,81776,146116,46.5210895,6.5801606
222,232,Radboud University ,NL,Netherlands,L,FC,VH,5,A,28.9,302,13.9,585,27.6,551,74.9,129,78.3,236,20.2,544,78.8,155,15.7,533,82.7,133,42.5,94,3,2210,760,39704,75830,51.8220189,5.8638187
222,181,University of Pittsburgh,US,United States,L,FC,VH,5,A,37.9,228,15.2,541,96.1,56,38.7,357,7,701+,14.9,621,81.1,140,33.1,232,90.5,91,42.5,100,19,27091,12264,59456,113268,40.4440279,-79.9605375
224,147,University of Rochester,US,United States,M,FC,VH,5,B,22.1,398,18.4,477,97.9,48,51.6,252,71.4,269,91.7,106,31.3,451,26.6,308,33.2,416,42.4,100,19,27091,12264,59456,113268,43.1305531,-77.6260033
225,155,Indian Institute of Science,IN,India,S,SP,VH,5,A,41.5,202,20,454,46.4,340,100,6,4.8,701+,1.7,701+,4.4,701+,13.8,621,10.7,660,42.1,87,16,2816,32021,7774,14233,13.0143881,77.567716
226,252,American University of Beirut (AUB),LB,Lebanon,M,FC,VH,5,B,27.6,316,41.6,225,57.3,254,24.2,499,67.8,288,46.8,310,35.6,415,88.5,40,93.2,70,41.9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,33.9024626,35.4821829
226,243,Universidad Nacional de Colombia,CO,Colombia,XL,FC,HI,5,A,69.5,91,96.8,29,6.1,701+,3.5,701+,6.4,701+,1.5,701+,13.3,620,29.9,263,49.7,309,41.9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.570868,-74.297333
228,224,National Cheng Kung University (NCKU),TW,Taiwan,L,FC,VH,4,A,49.4,164,75.6,82,32.9,482,21.2,544,23.7,557,15.7,605,10.9,653,30.2,257,78.2,160,41.8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,22.9967625,120.2168564
229,340,Friedrich-Alexander-Universität Erlangen-Nürnberg,DE,Germany,L,FC,VH,5,A,25.2,347,20.9,446,2.8,701+,95.8,48,26.8,511,39.9,342,75.1,172,15.5,541,69.9,207,41.7,95,1,499,166,31931,67900,49.5979117,11.0045437
230,150,Al-Farabi Kazakh National University,KZ,Kazakhstan,L,FC,HI,4,A,51.4,155,74.9,85,98.9,38,1.4,701+,28.8,497,34,386,12,634,11.5,701+,5.1,701+,41.6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,43.2252602,76.9225805
